slug,asset,question,endDate,eventStartTime,priceToBeat,winningOutcome,outcomePrices,lastTradePrice,volume,openInterest,oneHourPriceChange,spread,umaResolutionStatus,conditionId,resolutionSource,finalPrice,closedTime
bnb-updown-15m-1785456000,BNB,"BNB Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,591.4888579128523,Up,"[""1"", ""0""]",0.99,,,0.49,0.01,resolved,0x5bc613f34151922916da41911883731c5a63476d7ad95476c47f98c4ac077866,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1785456000,BTC,"Bitcoin Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,64721.84093384923,Up,"[""1"", ""0""]",0.99,,,0.49,0.01,resolved,0x66b4496d4765059acd98abf314c3965defea339510540ac9f597f884da3affcd,https://data.chain.link/streams/btc-usd,,
doge-updown-15m-1785456000,DOGE,"Dogecoin Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,0.070533483296577,Down,"[""0"", ""1""]",0.52,,,-0.495,0.01,resolved,0x1da2d52af6858ba786b8ec167416ef7c4fe2ec34d8fda64823c274cb0953d6bc,https://data.chain.link/streams/doge-usd,,
eth-updown-15m-1785456000,ETH,"Ethereum Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,1916.7511997498552,Up,"[""1"", ""0""]",0.99,,,0.49,0.01,resolved,0x0a125f10337dcf7850e80c0b335704383a2b66924a34936551bc3bda2fa9ef29,https://data.chain.link/streams/eth-usd,,
hype-updown-15m-1785456000,HYPE,"Hyperliquid Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,,Down,"[""0"", ""1""]",0.21,,,-0.495,0.01,resolved,0xcd65209f99e0c1512a3fb14e411d1ef84f2af4c09c5abb2540637a90a4e22c73,https://data.chain.link/streams/hype-usd,,
sol-updown-15m-1785456000,SOL,"Solana Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,,Up,"[""1"", ""0""]",0.99,,,0.49,0.01,resolved,0x40d83cc25ee9c42b317d61022ec7ce515f0de9d8fda0203185db60f9908b65b8,https://data.chain.link/streams/sol-usd,,
xrp-updown-15m-1785456000,XRP,"XRP Up or Down - July 30, 8:00PM-8:15PM ET",2026-07-31T00:15:00Z,2026-07-31T00:00:00Z,1.0820177139898455,Up,"[""1"", ""0""]",0.99,,,0.49,0.01,resolved,0x429d5b8c8204146b1031145156887875934e4cb3f9f11c632c03d77e8fabe140,https://data.chain.link/streams/xrp-usd,,
bnb-updown-15m-1785456900,BNB,"BNB Up or Down - July 30, 8:15PM-8:30PM ET",2026-07-31T00:30:00Z,2026-07-31T00:15:00Z,592.1223129722408,Down,"[""0"", ""1""]",0.09,,,-0.5,0.01,resolved,0xf59b8870848ba7efec5bf26eb3c3abb13b4d80112aae1d70efc0032eacac2588,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1785456900,BTC,"Bitcoin Up or Down - July 30, 8:15PM-8:30PM ET",2026-07-31T00:30:00Z,2026-07-31T00:15:00Z,64760.16838149485,Down,"[""0"", ""1""]",0.01,,,-0.5045,0.001,resolved,0xfb6cbbf6c24101d23be22d26c312eea43cddf7f0c93c9093e0d1568150e397d1,https://data.chain.link/streams/btc-usd,,
doge-updown-15m-1785456900,DOGE,"Dogecoin Up or Down - July 30, 8:15PM-8:30PM ET",2026-07-31T00:30:00Z,2026-07-31T00:15:00Z,0.070531,Down,"[""0"", ""1""]",0.05,,,-0.4995,0.001,resolved,0xe3e956273fe3b4b40f0101f95f0af506e07603e30cf11f7980fb0dd1a99ab257,https://data.chain.link/streams/doge-usd,,
