slug,asset,question,endDate,eventStartTime,priceToBeat,winningOutcome,outcomePrices,lastTradePrice,volume,openInterest,oneHourPriceChange,spread,umaResolutionStatus,conditionId,resolutionSource,finalPrice,closedTime
bnb-updown-15m-1786320000,BNB,"BNB Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,601.8702466372931,Up,"[""1"", ""0""]",0.999,476.758633,37.735833,0.4995,0.001,resolved,0x3ecd6f8cb9f362030ca9c0623580873489bf3b90681621461b80cef2704b3212,https://data.chain.link/streams/bnb-usd-twap-60s-streams,,
btc-updown-15m-1786320000,BTC,"Bitcoin Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,64853.33845564631,Up,"[""1"", ""0""]",0.999,28317.69002099999,253.480597,0.4945,0.001,resolved,0xd5664787eac13dfec0f00cb10a8ae124671aa74b7492a0812d1b4bbf4997c105,https://data.chain.link/streams/btc-usd-twap-60s-streams,,
doge-updown-15m-1786320000,DOGE,"Dogecoin Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,0.06929645961329972,Up,"[""1"", ""0""]",0.999,676.7168039999999,2.607842,0.4995,0.001,resolved,0xd558e138dbfd7784cf3b0fafa7d5e66468bc449521ea29de08bc28fdda321688,https://data.chain.link/streams/doge-usd-twap-60s-streams,,
eth-updown-15m-1786320000,ETH,"Ethereum Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,1908.997493135429,Up,"[""1"", ""0""]",0.999,5639.825926,49.36,0.4945,0.001,resolved,0xed690506a7ebc837d5eb73c8af3fd61969f819343cfd0977306b1876e2a6730d,https://data.chain.link/streams/eth-usd-twap-60s-streams,,
hype-updown-15m-1786320000,HYPE,"Hyperliquid Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,53.866757650388756,Up,"[""1"", ""0""]",0.999,,,0.4995,0.001,resolved,0xf27b6a4283b46b04e7d452829bb33c0060094529c049f418c4a7a05af5fc71cc,https://data.chain.link/streams/hype-usd-twap-60s-streams,,
sol-updown-15m-1786320000,SOL,"Solana Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,76.21342011151407,Up,"[""1"", ""0""]",0.999,2758.5629610000005,428.754714,0.5195,0.001,resolved,0x0b813c8ccf47de938dc0a2334e564962dbf0b53b8ce04478d8f005b23f8ece7e,https://data.chain.link/streams/sol-usd-twap-60s-streams,,
xrp-updown-15m-1786320000,XRP,"XRP Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,1.029228881397527,Up,"[""1"", ""0""]",0.999,1525.153431,,0.4945,0.001,resolved,0xa00f5cc7b22d36746bf992d3e9f1390131cc3792b8d74e94c5617edb95323942,https://data.chain.link/streams/xrp-usd-twap-60s-streams,,
zec-updown-15m-1786320000,ZEC,"ZCash Up or Down - August 9, 8:00PM-8:15PM ET",2026-08-10T00:15:00Z,2026-08-10T00:00:00Z,509.55181200799296,Up,"[""1"", ""0""]",0.98,,,0.495,0.01,resolved,0x675c1b632b92e9b458b441fd6f188ed1c557cd9e385b6796a66d6381f6ff9298,https://data.chain.link/streams/zec-usd-twap-60s-streams,,
bnb-updown-15m-1786320900,BNB,"BNB Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,605.355705955548,Down,"[""0"", ""1""]",0.05,328.52879099999996,5.921566,-0.5045,0.001,resolved,0x2de2093d55270ff736b128769e9c90ede683f3898f6a5cd696741f32db984cd3,https://data.chain.link/streams/bnb-usd-twap-60s-streams,,
btc-updown-15m-1786320900,BTC,"Bitcoin Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,65099.31772497621,Down,"[""0"", ""1""]",0.002,15334.740183000009,43.921567,-0.5045,0.001,resolved,0x8e9a18d30fd890e47cc0dfd1896f60d451f4d829edf2888e38c3541a42660c49,https://data.chain.link/streams/btc-usd-twap-60s-streams,,
doge-updown-15m-1786320900,DOGE,"Dogecoin Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,0.06967163217119857,Down,"[""0"", ""1""]",0.05,440.177621,1.960783,-0.4995,0.001,resolved,0xc9f1ba4a1360b5dc3178d286a6c1bd15d1ddab2276e4298fba45b4a8a8bbe83a,https://data.chain.link/streams/doge-usd-twap-60s-streams,,
eth-updown-15m-1786320900,ETH,"Ethereum Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,1920.3678811218167,Down,"[""0"", ""1""]",0.02,2988.168786,80,-0.5045,0.001,resolved,0xa8696973a4b0054a470da890e60df44b9673be3e377293581dfdf5f7e1d08b52,https://data.chain.link/streams/eth-usd-twap-60s-streams,,
hype-updown-15m-1786320900,HYPE,"Hyperliquid Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,54.16516114871037,Down,"[""0"", ""1""]",0.29,196.224535,,-0.4995,0.001,resolved,0xb68b8cef5b9f32f388b52b21bf0b3019b340eb41bf03b9b7536a3b55a8e504e4,https://data.chain.link/streams/hype-usd-twap-60s-streams,,
sol-updown-15m-1786320900,SOL,"Solana Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,76.7488632392247,Down,"[""0"", ""1""]",0.01,2584.0965099999994,1.960783,-0.5045,0.001,resolved,0xc01bb0ba1044deb4e81c68151bd82f0831af85a4bf688c1f09d2513698271e7f,https://data.chain.link/streams/sol-usd-twap-60s-streams,,
xrp-updown-15m-1786320900,XRP,"XRP Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,1.0349587716657698,Down,"[""0"", ""1""]",0.09,693.3809059999999,,-0.5045,0.001,resolved,0x93e17b8a07cec540c531a50fbce85e6e6998feba48e3eb05aecb300f15f8bad2,https://data.chain.link/streams/xrp-usd-twap-60s-streams,,
zec-updown-15m-1786320900,ZEC,"ZCash Up or Down - August 9, 8:15PM-8:30PM ET",2026-08-10T00:30:00Z,2026-08-10T00:15:00Z,513.7044169538049,Down,"[""0"", ""1""]",0.01,374.992,,-0.4995,0.001,resolved,0x1a13de1474895a40110da39376ec1d055c473722e3f6cf5cf6bc512a51295441,https://data.chain.link/streams/zec-usd-twap-60s-streams,,
