slug,asset,question,endDate,eventStartTime,priceToBeat,winningOutcome,outcomePrices,lastTradePrice,volume,openInterest,oneHourPriceChange,spread,umaResolutionStatus,conditionId,resolutionSource,finalPrice,closedTime
bnb-updown-15m-1782086400,BNB,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
btc-updown-15m-1782086400,BTC,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
doge-updown-15m-1782086400,DOGE,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
eth-updown-15m-1782086400,ETH,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
hype-updown-15m-1782086400,HYPE,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
sol-updown-15m-1782086400,SOL,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782086400,XRP,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782087300,BNB,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
btc-updown-15m-1782087300,BTC,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
doge-updown-15m-1782087300,DOGE,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
eth-updown-15m-1782087300,ETH,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
hype-updown-15m-1782087300,HYPE,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
sol-updown-15m-1782087300,SOL,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782087300,XRP,,,2026-06-22T00:15:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782088200,BNB,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
btc-updown-15m-1782088200,BTC,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
eth-updown-15m-1782088200,ETH,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
hype-updown-15m-1782088200,HYPE,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
sol-updown-15m-1782088200,SOL,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782088200,XRP,,,2026-06-22T00:30:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782089100,BNB,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
btc-updown-15m-1782089100,BTC,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
doge-updown-15m-1782089100,DOGE,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
eth-updown-15m-1782089100,ETH,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
hype-updown-15m-1782089100,HYPE,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
sol-updown-15m-1782089100,SOL,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782089100,XRP,,,2026-06-22T00:45:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782090000,BNB,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
btc-updown-15m-1782090000,BTC,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
doge-updown-15m-1782090000,DOGE,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
eth-updown-15m-1782090000,ETH,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
hype-updown-15m-1782090000,HYPE,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
sol-updown-15m-1782090000,SOL,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782090000,XRP,,,2026-06-22T01:00:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782090900,BNB,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
btc-updown-15m-1782090900,BTC,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
doge-updown-15m-1782090900,DOGE,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
eth-updown-15m-1782090900,ETH,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
hype-updown-15m-1782090900,HYPE,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
sol-updown-15m-1782090900,SOL,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782090900,XRP,,,2026-06-22T01:15:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782091800,BNB,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
btc-updown-15m-1782091800,BTC,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
doge-updown-15m-1782091800,DOGE,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
eth-updown-15m-1782091800,ETH,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
hype-updown-15m-1782091800,HYPE,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
sol-updown-15m-1782091800,SOL,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782091800,XRP,,,2026-06-22T01:30:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782092700,BNB,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
btc-updown-15m-1782092700,BTC,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
doge-updown-15m-1782092700,DOGE,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
eth-updown-15m-1782092700,ETH,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
hype-updown-15m-1782092700,HYPE,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
sol-updown-15m-1782092700,SOL,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782092700,XRP,,,2026-06-22T01:45:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782093600,BNB,,,2026-06-22T02:00:00Z,,,,,,,,,,,,,
btc-updown-15m-1782093600,BTC,,,2026-06-22T02:00:00Z,,,,,,,,,,,,,
doge-updown-15m-1782093600,DOGE,,,2026-06-22T02:00:00Z,,,,,,,,,,,,,
eth-updown-15m-1782093600,ETH,,,2026-06-22T02:00:00Z,,,,,,,,,,,,,
hype-updown-15m-1782093600,HYPE,,,2026-06-22T02:00:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782094500,BNB,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
btc-updown-15m-1782094500,BTC,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
doge-updown-15m-1782094500,DOGE,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
eth-updown-15m-1782094500,ETH,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
hype-updown-15m-1782094500,HYPE,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
sol-updown-15m-1782094500,SOL,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782094500,XRP,,,2026-06-22T02:15:00Z,,,,,,,,,,,,,
bnb-updown-15m-1782095400,BNB,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
btc-updown-15m-1782095400,BTC,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
doge-updown-15m-1782095400,DOGE,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
eth-updown-15m-1782095400,ETH,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
hype-updown-15m-1782095400,HYPE,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
sol-updown-15m-1782095400,SOL,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
xrp-updown-15m-1782095400,XRP,,,2026-06-22T02:30:00Z,,,,,,,,,,,,,
