slug,asset,question,endDate,eventStartTime,priceToBeat,winningOutcome,outcomePrices,lastTradePrice,volume,openInterest,oneHourPriceChange,spread,umaResolutionStatus,conditionId,resolutionSource,finalPrice,closedTime
bnb-updown-15m-1787097600,BNB,"BNB Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,603.5210119009043,Down,"[""0"", ""1""]",0.1,264.37673600000005,3.921567,-0.5045,0.001,resolved,0x6ecc1dcc75306877762513b919a663cbd762bb9e724846f94c82150babd40938,https://data.chain.link/streams/bnb-usd-twap-60s-streams,,
btc-updown-15m-1787097600,BTC,"Bitcoin Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,64680.58686952591,Down,"[""0"", ""1""]",0.001,29820.00194300001,287.652121,-0.4995,0.001,resolved,0xd621a78aec438567200edc851a1941ca6c88d405a1637d102bc1a1d16ffc78f7,https://data.chain.link/streams/btc-usd-twap-60s-streams,,
doge-updown-15m-1787097600,DOGE,"Dogecoin Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,0.0702049246145514,Down,"[""0"", ""1""]",0.11,362.624333,1.960783,-0.4995,0.001,resolved,0x3124efb37bdc17ae577d2f9d9170b29dc1d3344812e688edb2243ad39b840daa,https://data.chain.link/streams/doge-usd-twap-60s-streams,,
eth-updown-15m-1787097600,ETH,"Ethereum Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,1916.0815898274127,Down,"[""0"", ""1""]",0.001,4221.297413,69.280783,-0.5045,0.001,resolved,0x9d12e8f200b69ab2a976776158d912200d3d8dbe7de18dfb3479f832c79246a8,https://data.chain.link/streams/eth-usd-twap-60s-streams,,
hype-updown-15m-1787097600,HYPE,"Hyperliquid Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,58.52084036879417,Down,"[""0"", ""1""]",0.02,110.0377,,-0.4995,0.001,resolved,0x9963bf2bd372d87cd3d2dd126e18c5a21c61299f7b41dabd86ee7d8745a93d0f,https://data.chain.link/streams/hype-usd-twap-60s-streams,,
sol-updown-15m-1787097600,SOL,"Solana Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,76.99536005784279,Down,"[""0"", ""1""]",0.001,1677.4138249999999,29,-0.5045,0.001,resolved,0x6eb000467c08d9a1364d0d10920ccbcc930094cc73ad2c098b2de6c7e0c002d1,https://data.chain.link/streams/sol-usd-twap-60s-streams,,
xrp-updown-15m-1787097600,XRP,"XRP Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,1.0010657454142853,Down,"[""0"", ""1""]",0.08,1292.739972,5,-0.5045,0.001,resolved,0x04f9288c7dbe00fd39597faecdf3fadff7eec3baafde0db57484e015e656c8b0,https://data.chain.link/streams/xrp-usd-twap-60s-streams,,
zec-updown-15m-1787097600,ZEC,"ZCash Up or Down - August 18, 8:00PM-8:15PM ET",2026-08-19T00:15:00Z,2026-08-19T00:00:00Z,508.46107378531946,Down,"[""0"", ""1""]",,20,,-0.4995,0.001,resolved,0x5be26a4cb9a5ff00ab5b00a15f8d134076fdda393c91a5d6bd852993ec8b0a08,https://data.chain.link/streams/zec-usd-twap-60s-streams,,
bnb-updown-15m-1787098500,BNB,"BNB Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,602.6968213535994,Up,"[""1"", ""0""]",0.999,313.913835,11.960783,0.5045,0.001,resolved,0x54909b53fba5a704c87e6acea929fdb9de6d62b5a9b13c839e24c8c6e33b1526,https://data.chain.link/streams/bnb-usd-twap-60s-streams,,
btc-updown-15m-1787098500,BTC,"Bitcoin Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,64547.192849923376,Up,"[""1"", ""0""]",0.99,31690.700966000008,16.470584,0.49,0.01,resolved,0x00c004628e8ff36784f4181040ebf6ccd76ca9377c455ac9e09368197434662b,https://data.chain.link/streams/btc-usd-twap-60s-streams,,
doge-updown-15m-1787098500,DOGE,"Dogecoin Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,0.07011509594409751,Down,"[""0"", ""1""]",0.1,,,-0.4995,0.001,resolved,0xac6997c43932034e734a5301bfea5a5533c79627514d193ff42d8f601449ab22,https://data.chain.link/streams/doge-usd-twap-60s-streams,,
eth-updown-15m-1787098500,ETH,"Ethereum Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,1912.631026029883,Up,"[""1"", ""0""]",0.999,4445.411145,45.705876,0.5045,0.001,resolved,0x8ede079a141ef5be2888276dc62f051dde9c0ab53de619e94366969633bd8135,https://data.chain.link/streams/eth-usd-twap-60s-streams,,
hype-updown-15m-1787098500,HYPE,"Hyperliquid Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,58.32372933862183,Up,"[""1"", ""0""]",0.999,164.296909,,0.4995,0.001,resolved,0x85fb2b1d823e679c39088b55bc60c0d9430be54302889f7ecef460c1f9284eb8,https://data.chain.link/streams/hype-usd-twap-60s-streams,,
sol-updown-15m-1787098500,SOL,"Solana Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,76.85861296910052,Up,"[""1"", ""0""]",0.99,1324.367665000001,,0.49,0.01,resolved,0x333862d067c5248a99ef042ffaa3a00cfbe62a9dc0e32c721a79c8dec4c3bf6c,https://data.chain.link/streams/sol-usd-twap-60s-streams,,
xrp-updown-15m-1787098500,XRP,"XRP Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,0.9981450756436159,Down,"[""0"", ""1""]",0.001,1191.4797440000002,46.826809,-0.4845,0.001,resolved,0xe85f3088364e16daf55c1c04878e2b73c14b93a12ef954c1d0f94a9ae9517b22,https://data.chain.link/streams/xrp-usd-twap-60s-streams,,
zec-updown-15m-1787098500,ZEC,"ZCash Up or Down - August 18, 8:15PM-8:30PM ET",2026-08-19T00:30:00Z,2026-08-19T00:15:00Z,506.5547261247711,Down,"[""0"", ""1""]",,,,-0.4945,0.009,resolved,0x6f35427f646317b7dffa0ab02830a230574c0667b4e677f978df933a7411fafe,https://data.chain.link/streams/zec-usd-twap-60s-streams,,
bnb-updown-15m-1787099400,BNB,"BNB Up or Down - August 18, 8:30PM-8:45PM ET",2026-08-19T00:45:00Z,2026-08-19T00:30:00Z,603.7828323235871,Up,"[""1"", ""0""]",0.99,699.639113,,0.49,0.01,resolved,0x88269759f20d3ffd6b53ea52a38d0171c1d4e930e3af3fbe30170211df0cd341,https://data.chain.link/streams/bnb-usd-twap-60s-streams,,
btc-updown-15m-1787099400,BTC,"Bitcoin Up or Down - August 18, 8:30PM-8:45PM ET",2026-08-19T00:45:00Z,2026-08-19T00:30:00Z,64554.881411615446,Down,"[""0"", ""1""]",0.01,27385.906033999996,42.098035,-0.5045,0.001,resolved,0x0800af0f466092a095e86499299f4b5122aac1af570072ecb269ae8fe35b90a3,https://data.chain.link/streams/btc-usd-twap-60s-streams,,
doge-updown-15m-1787099400,DOGE,"Dogecoin Up or Down - August 18, 8:30PM-8:45PM ET",2026-08-19T00:45:00Z,2026-08-19T00:30:00Z,0.06999834688875983,Down,"[""0"", ""1""]",0.1,354.86132899999996,9.80392,-0.495,0.01,resolved,0x5b5720ace4ecdae7db63d0a0f01784c2a89633812f62dc57e7254dbe8cbd179e,https://data.chain.link/streams/doge-usd-twap-60s-streams,,
eth-updown-15m-1787099400,ETH,"Ethereum Up or Down - August 18, 8:30PM-8:45PM ET",2026-08-19T00:45:00Z,2026-08-19T00:30:00Z,1915.192410689725,Down,"[""0"", ""1""]",0.01,3704.1907300000003,1.960783,-0.5045,0.001,resolved,0x5c1f64b1a6d3348a637ea33836dbe3ad6bc36c09bb4c05a93540b68280a2041f,https://data.chain.link/streams/eth-usd-twap-60s-streams,,
