slug,asset,question,endDate,eventStartTime,priceToBeat,winningOutcome,outcomePrices,lastTradePrice,volume,openInterest,oneHourPriceChange,spread,umaResolutionStatus,conditionId,resolutionSource,finalPrice,closedTime
bnb-updown-15m-1784764800,BNB,"BNB Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,570.829,Up,"[""1"", ""0""]",0.99,143.037266,,0.49,0.01,resolved,0x03695ddaff2b968be7236f3388a7f1448650ec5df76f6ef0d6f113a02bb48580,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1784764800,BTC,"Bitcoin Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,66084.83689438853,Up,"[""1"", ""0""]",0.999,56426.02277200001,28.68,0.4945,0.001,resolved,0x6a746e5c8a2c17c144e95f4d1dd21f21e26c72d4b4656e8e0109771b00f028e3,https://data.chain.link/streams/btc-usd,,
doge-updown-15m-1784764800,DOGE,"Dogecoin Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,0.072967123,Up,"[""1"", ""0""]",0.99,340.16710700000004,,0.495,0.01,resolved,0x3be6dc00efda8985adfee3dc3f6bd9e2fd91bd378a960cf8304871f6299dfc03,https://data.chain.link/streams/doge-usd,,
eth-updown-15m-1784764800,ETH,"Ethereum Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,1933.3707704478406,Up,"[""1"", ""0""]",0.99,4941.892513999999,10,0.5,0.01,resolved,0x0034115ed983db77f0baacb3705d00f95ea1a7ad1b1b49d02f94da07704a3ecf,https://data.chain.link/streams/eth-usd,,
hype-updown-15m-1784764800,HYPE,"Hyperliquid Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,59.3617,Up,"[""1"", ""0""]",0.99,40,,0.495,0.01,resolved,0x5423e8b895e8a8ef796beeaaa2a3b37f5cc2d302266f9fd7de2692d1774659af,https://data.chain.link/streams/hype-usd,,
sol-updown-15m-1784764800,SOL,"Solana Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,77.94472453174683,Up,"[""1"", ""0""]",0.999,2917.8412640000006,,0.4945,0.001,resolved,0x5768670cd5b64b58641dc8e24c68639d9773a9d21363e665ff6422b51cf7580e,https://data.chain.link/streams/sol-usd,,
xrp-updown-15m-1784764800,XRP,"XRP Up or Down - July 22, 8:00PM-8:15PM ET",2026-07-23T00:15:00Z,2026-07-23T00:00:00Z,1.1416967022045141,Up,"[""1"", ""0""]",0.99,2394.1654490000005,,0.5,0.01,resolved,0x776e221d2d642319192be8a51421f9026e7341f935c1b95da641f7c36e481d1b,https://data.chain.link/streams/xrp-usd,,
bnb-updown-15m-1784765700,BNB,"BNB Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,571.125,Up,"[""1"", ""0""]",0.999,185.652,,0.4945,0.001,resolved,0x27076651b67e364e74c5419d229bb21b23e60fa1c32f9e9ef3dcaf16de7c92bf,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1784765700,BTC,"Bitcoin Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,66156.243645,Up,"[""1"", ""0""]",0.999,16983.754614000012,46.313724,0.5045,0.001,resolved,0xb92fd467e96ba6e3db167b91165fdd2d71404d0be2614e6dec2e06d992b80705,https://data.chain.link/streams/btc-usd,,
doge-updown-15m-1784765700,DOGE,"Dogecoin Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,0.07301801636868349,Up,"[""1"", ""0""]",0.999,355.79833200000013,,0.4995,0.001,resolved,0xf52028e6d9f80bde6d146d33749cf9f6523dfb17f9943070a81936146ab970b7,https://data.chain.link/streams/doge-usd,,
eth-updown-15m-1784765700,ETH,"Ethereum Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,1934.27775,Up,"[""1"", ""0""]",0.999,2112.254617999999,19.607835,0.4995,0.001,resolved,0x30101bde24dfcc01f374af1376b876be9bf2d045cf357ee9d979b9e4112cf6dc,https://data.chain.link/streams/eth-usd,,
hype-updown-15m-1784765700,HYPE,"Hyperliquid Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,59.508988,Up,"[""1"", ""0""]",0.99,35,,0.495,0.01,resolved,0x1f8a2dcd14b1d7c13f82c3c4ebf4298b7f7168cc4c3ff3498e0cf4d12540d42e,https://data.chain.link/streams/hype-usd,,
sol-updown-15m-1784765700,SOL,"Solana Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,78.26828952782608,Up,"[""1"", ""0""]",0.999,2524.1981349999996,,0.4945,0.001,resolved,0x285c7ab660ccf563156116f54b58912213a22f1cd3cab63db1ec2c7917dc5632,https://data.chain.link/streams/sol-usd,,
xrp-updown-15m-1784765700,XRP,"XRP Up or Down - July 22, 8:15PM-8:30PM ET",2026-07-23T00:30:00Z,2026-07-23T00:15:00Z,1.142120008781053,Up,"[""1"", ""0""]",0.999,1046.1532799999998,,0.4945,0.001,resolved,0x962e82473506a9d37290a45b6334a72653a8fabe6767adb22449e44d031ed3c7,https://data.chain.link/streams/xrp-usd,,
bnb-updown-15m-1784766600,BNB,"BNB Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,571.4625,Up,"[""1"", ""0""]",0.98,283.872523,,0.49,0.01,resolved,0xdf672e5117b47744a59307acd5d99b012c9720b82cdb49f4822f3ea4c20228b3,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1784766600,BTC,"Bitcoin Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,66219.15774461196,Down,"[""0"", ""1""]",0.01,17201.39369700003,50.313724,-0.5045,0.001,resolved,0x541a6d8caff1fc855ae4a1ad18e3fc0b177b1d480b69c7b2ab3619298655fcaa,https://data.chain.link/streams/btc-usd,,
doge-updown-15m-1784766600,DOGE,"Dogecoin Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,0.07306771384402365,Down,"[""0"", ""1""]",0.05,340.40544999999986,,-0.495,0.01,resolved,0x70f467c18c3bd4b1464c7c28835a5c70cd453c96c39e4b11f62524770e111951,https://data.chain.link/streams/doge-usd,,
eth-updown-15m-1784766600,ETH,"Ethereum Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,1937.43684903721,Down,"[""0"", ""1""]",0.01,4108.619993999999,,-0.5045,0.001,resolved,0xa7e3467c3af0006c30d884a025ba6986c08649fd7e89063465691bff5bfc408f,https://data.chain.link/streams/eth-usd,,
hype-updown-15m-1784766600,HYPE,"Hyperliquid Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,59.54120879694621,Down,"[""0"", ""1""]",0.48,215.712132,,-0.4995,0.001,resolved,0xa286595b00b29314133d290bd73d24b67b465abd31ce0fe3637a6eb93b452fbd,https://data.chain.link/streams/hype-usd,,
sol-updown-15m-1784766600,SOL,"Solana Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,78.38438216471081,Down,"[""0"", ""1""]",0.001,3339.114781999999,,-0.5045,0.001,resolved,0x213c9e1b90cc672e55b3b9d84611cd56c6d49163c1a64c9053dde02da4487229,https://data.chain.link/streams/sol-usd,,
xrp-updown-15m-1784766600,XRP,"XRP Up or Down - July 22, 8:30PM-8:45PM ET",2026-07-23T00:45:00Z,2026-07-23T00:30:00Z,1.1431499542461228,Down,"[""0"", ""1""]",0.01,3742.6351059999984,,-0.5,0.01,resolved,0xea689ca1be5e700ffe5b9e564ede2d2b13e85ee39fab226c2d76ef79b715ebbe,https://data.chain.link/streams/xrp-usd,,
bnb-updown-15m-1784767500,BNB,"BNB Up or Down - July 22, 8:45PM-9:00PM ET",2026-07-23T01:00:00Z,2026-07-23T00:45:00Z,571.51345,Down,"[""0"", ""1""]",0.06,157.526767,154.338483,-0.5,0.01,resolved,0xeaad4d7be082a7b0829cdd4d835baca6b78ee281106e3953181baef289fb165a,https://data.chain.link/streams/bnb-usd,,
btc-updown-15m-1784767500,BTC,"Bitcoin Up or Down - July 22, 8:45PM-9:00PM ET",2026-07-23T01:00:00Z,2026-07-23T00:45:00Z,66116.37315719406,Down,"[""0"", ""1""]",0.004,21591.097033000027,10749.698706,-0.4945,0.001,resolved,0x6e5e1ab8fc91a599a72b671ac3eaaeaa587b2471878417640ee22a65defdb752,https://data.chain.link/streams/btc-usd,,
